 market ,country_code,region,funding_rounds,founded_month,founded_quarter,founded_year,seed,venture,round_A,round_B, funding_total_usd 
 Advertising ,USA,Boston,8,2007-01,2007-Q1,2007,0,40100031,2600000,9000000," 14,81,00,029 "
 Brand Marketing ,USA,SF Bay Area,1,2011-10,2011-Q4,2011,180000,0,0,0," 1,80,000 "
 3D ,ISR,Tel Aviv,2,2005-03,2005-Q1,2005,0,18000000,0,0," 1,80,00,000 "
 SEO ,,,3,,,,75000,80000,30000,50000," 1,55,000 "
 Automotive ,CAN,Toronto,2,2012-01,2012-Q1,2012,0,8800000,0,0," 88,00,000 "
 Networking ,USA,Chicago,1,2012-08,2012-Q3,2012,0,0,0,0, -   
 Transportation ,CAN,St. John's,1,2010-06,2010-Q2,2010,0,0,0,0, -   
 Consumers ,USA,Austin,1,2013-09,2013-Q3,2013,0,0,0,0,"15,500"
,GBR,GBR - Other,1,,,,0,0,0,0, -   
 Mobile ,USA,New York City,3,,,,0,15000000,0,0," 1,50,00,000 "
 E-Commerce ,CHE,Zurich,1,2013-08,2013-Q3,2013,200000,0,0,0," 2,00,000 "
 E-Commerce ,GBR,Leeds,1,2011-07,2011-Q3,2011,150000,0,0,0," 1,50,000 "
 Health and Wellness ,USA,San Diego,1,2013-07,2013-Q3,2013,0,0,0,0," 1,46,000 "
 Software ,IND,Hyderabad,1,2001-01,2001-Q1,2001,0,7500000,0,0," 75,00,000 "
 Software ,USA,NY - Other,1,2014-01,2014-Q1,2014,0,0,0,0, -   
,USA,Raleigh,1,,,,0,280000,0,0," 2,80,000 "
 Cloud Computing ,USA,SF Bay Area,4,2005-01,2005-Q1,2005,0,36500000,5500000,11000000," 3,65,00,000 "
 Biotechnology ,USA,Little Rock,1,2013-01,2013-Q1,2013,0,145500,0,0," 1,45,500 "
 Health and Wellness ,IND,New Delhi,1,2007-01,2007-Q1,2007,0,4500000,0,0," 45,00,000 "
,GBR,London,1,2006-01,2006-Q1,2006,0,0,0,0, -   
 Biotechnology ,USA,San Diego,1,,,,0,3000000,3000000,0," 30,00,000 "
 Apps ,DEU,Berlin,2,2011-02,2011-Q1,2011,0,6000000,6000000,0," 60,00,000 "
,DEU,DEU - Other,1,2009-07,2009-Q3,2009,0,0,0,0, -   
 Shipping ,USA,Chicago,1,2009-06,2009-Q2,2009,0,12284118,12284118,0," 1,22,84,118 "
 Biotechnology ,USA,Boston,8,1998-01,1998-Q1,1998,0,54480000,0,10000000," 5,64,43,814 "
 Mobile ,USA,SF Bay Area,2,2013-10,2013-Q4,2013,100000,0,0,0," 13,50,000 "
 Health Care ,USA,Philadelphia,3,,,,0,797439,0,0," 7,97,439 "
 Messaging ,USA,Seattle,2,2007-01,2007-Q1,2007,750000,0,0,0," 11,50,000 "
 Social Media ,FRA,Paris,6,2006-01,2006-Q1,2006,0,9340000,5000000,0," 93,40,000 "
 Software ,USA,Chicago,1,2009-01,2009-Q1,2009,1300000,0,0,0," 13,00,000 "
 Privacy ,USA,New York City,1,2006-01,2006-Q1,2006,0,3000000,0,0," 30,00,000 "
,USA,Dallas,1,1990-01,1990-Q1,1990,0,0,0,0, -   
 Finance ,USA,Little Rock,1,2009-04,2009-Q2,2009,0,0,0,0," 1,86,000 "
 Biotechnology ,USA,Boston,3,2011-01,2011-Q1,2011,0,5000000,4000000,0," 70,00,000 "
 Curated Web ,USA,SF Bay Area,1,2011-01,2011-Q1,2011,2000000,0,0,0," 20,00,000 "
 Software ,,,1,,,,0,0,0,0, -   
 Curated Web ,ITA,Roncade,1,2013-01,2013-Q1,2013,0,19791,0,0,"19,791"
 WebOS ,ESP,Barcelona,1,2005-08,2005-Q3,2005,0,1445300,1445300,0," 14,45,300 "
 Analytics ,DEU,Berlin,1,2012-10,2012-Q4,2012,0,0,0,0, -   
,,,1,2012-01,2012-Q1,2012,400000,0,0,0," 4,00,000 "
 Retail Technology ,USA,Austin,1,2012-01,2012-Q1,2012,0,0,0,0, -   
 User Experience Design ,DEU,Osnabruck,1,2009-01,2009-Q1,2009,0,643300,0,0," 6,43,300 "
 Business Services ,USA,St. Louis,1,2012-09,2012-Q3,2012,65000,0,0,0,"65,000"
 Software ,USA,Las Vegas,1,2013-01,2013-Q1,2013,40000,0,0,0,"40,000"
 Health and Wellness ,USA,"Columbus, Ohio",3,2007-01,2007-Q1,2007,0,1150080,0,0," 11,50,080 "
 Hospitals ,USA,Raleigh,1,2014-01,2014-Q1,2014,0,0,0,0," 1,00,000 "
 Software ,USA,Pittsburgh,3,1998-01,1998-Q1,1998,0,15495458,0,0," 1,54,95,458 "
 Software ,USA,Los Angeles,1,2013-01,2013-Q1,2013,0,0,0,0," 5,20,000 "
 Software ,ISR,Tel Aviv,2,2005-01,2005-Q1,2005,0,10900000,0,10900000," 1,09,00,000 "
 Software ,USA,Los Angeles,1,2005-01,2005-Q1,2005,0,3700000,3700000,0," 37,00,000 "
,ISR,Tel Aviv,1,2005-01,2005-Q1,2005,0,0,0,0, -   
 E-Commerce ,GBR,London,2,,,,0,0,0,0," 46,28,057 "
 Health Care ,,,1,2006-01,2006-Q1,2006,0,13053000,0,0," 1,30,53,000 "
 Search ,ESP,Barcelona,1,2013-03,2013-Q1,2013,0,0,0,0,"50,000"
 Hardware + Software ,BEL,Brussels,1,,,,0,4720000,0,0," 47,20,000 "
 Biotechnology ,FRA,Paris,1,,,,0,0,0,0, -   
 Security ,USA,Kansas City,4,2012-01,2012-Q1,2012,1500000,8300000,8300000,0," 1,04,24,729 "
 Online Video Advertising ,USA,New York City,5,2007-11,2007-Q4,2007,1000000,34350000,6000000,5250000," 3,53,50,000 "
 Hardware + Software ,,,1,,,,0,0,0,0, -   
 Biotechnology ,GBR,London,1,,,,0,0,0,0," 18,70,089 "
 Hardware + Software ,USA,Salt Lake City,1,2011-01,2011-Q1,2011,0,316539,0,0," 3,16,539 "
 Content ,NOR,Skien,2,1999-01,1999-Q1,1999,0,9409460,0,0," 94,09,460 "
 Mobile ,USA,Santa Barbara,1,2004-01,2004-Q1,2004,0,650000,0,0," 6,50,000 "
 Games ,USA,Dallas,1,2008-09,2008-Q3,2008,0,0,0,0, -   
 Enterprise Software ,ISR,Netanya,1,,,,0,450000,0,0," 4,50,000 "
 Software ,PRT,Porto,1,2010-01,2010-Q1,2010,40000,0,0,0,"40,000"
 Big Data ,USA,New York City,2,2011-07,2011-Q3,2011,3169760,5406939,0,0," 85,76,699 "
 Finance Technology ,GBR,London,3,2011-11,2011-Q4,2011,706716,9040275,4324395,4715880," 97,46,991 "
 Services ,,,1,1997-12,1997-Q4,1997,0,0,0,0, -   
 Restaurants ,USA,Boston,3,2007-08,2007-Q3,2007,630000,6160000,0,0," 67,90,000 "
 Semiconductors ,,,3,1999-01,1999-Q1,1999,0,3116716,0,0," 1,21,16,716 "
 Medical ,USA,Ft. Lauderdale,1,2013-07,2013-Q3,2013,2500000,0,0,0," 25,00,000 "
 Contact Management ,HKG,Hong Kong,1,2013-06,2013-Q2,2013,100000,0,0,0," 1,00,000 "
 Cloud Computing ,DEU,Berlin,4,2010-01,2010-Q1,2010,0,0,0,0," 6,75,150 "
 Hardware + Software ,DEU,Dresden,1,,,,0,3535200,3535200,0," 35,35,200 "
 Mobile ,IND,Bangalore,3,2011-01,2011-Q1,2011,0,11500000,3500000,8000000," 1,15,00,000 "
 Fashion ,USA,San Diego,1,2014-02,2014-Q1,2014,0,0,0,0, -   
 Web Development ,GBR,Manchester,1,2012-05,2012-Q2,2012,0,0,0,0," 5,00,000 "
 Advertising ,BRA,Sao Paulo,1,2012-05,2012-Q2,2012,0,0,0,0," 1,00,000 "
 E-Commerce ,IND,Pune,1,2013-01,2013-Q1,2013,0,0,0,0," 1,65,000 "
 Software ,USA,Des Moines,1,2005-01,2005-Q1,2005,1000000,0,0,0," 10,00,000 "
 Monetization ,USA,San Diego,1,2010-10,2010-Q4,2010,0,5600000,5600000,0," 56,00,000 "
 Health Care ,DEU,Jena,1,2004-01,2004-Q1,2004,0,10000000,0,0," 1,00,00,000 "
 Manufacturing ,USA,NJ - Other,1,2009-01,2009-Q1,2009,0,0,0,0, -   
 E-Commerce ,USA,Atlanta,1,1998-01,1998-Q1,1998,0,8000000,8000000,0," 80,00,000 "
 Biotechnology ,USA,Little Rock,2,2008-01,2008-Q1,2008,0,6280600,0,0," 62,80,600 "
 Mobile ,ITA,Milan,1,2013-01,2013-Q1,2013,0,0,0,0, -   
 E-Commerce ,USA,Philadelphia,3,2007-01,2007-Q1,2007,0,115300,0,0," 12,02,605 "
 Mobile ,,,1,,,,25000,0,0,0,"25,000"
 Social Media ,FIN,Helsinki,1,2012-06,2012-Q2,2012,780511,0,0,0," 7,80,511 "
 Software ,USA,St. Louis,1,2001-01,2001-Q1,2001,0,765000,0,0," 7,65,000 "
 Mobile ,CHN,Beijing,1,2012-08,2012-Q3,2012,10000,0,0,0,"10,000"
 Health and Wellness ,USA,Cleveland,1,,,,0,12550006,0,0," 1,25,50,006 "
 Software ,USA,SF Bay Area,6,2005-01,2005-Q1,2005,1600000,9885060,4000000,5000000," 1,31,85,060 "
 Pharmaceuticals ,AUT,Vienna,6,2006-01,2006-Q1,2006,1950900,55320600,33581100,0," 5,72,71,500 "
 Games ,USA,Los Angeles,1,2007-01,2007-Q1,2007,150000,0,0,0," 1,50,000 "
 Biotechnology ,GBR,Manchester,2,1998-01,1998-Q1,1998,0,41754244,0,0," 4,17,54,244 "
 E-Commerce ,USA,Phoenix,1,2012-01,2012-Q1,2012,0,0,0,0,"50,000"
 Games ,JPN,Tokyo,2,2010-01,2010-Q1,2010,99310,0,0,0,"99,310"
,,,1,,,,0,0,0,0, -   
 Design ,USA,New York City,11,2011-06,2011-Q2,2011,3000000,332700000,7700000,40000000," 33,63,25,000 "
 Subscription Businesses ,IND,Mumbai,1,2012-07,2012-Q3,2012,500000,0,0,0," 5,00,000 "
,FRA,Lyon,1,2009-01,2009-Q1,2009,0,0,0,0," 30,12,071 "
 E-Commerce ,IND,New Delhi,1,2012-01,2012-Q1,2012,0,0,0,0, -   
,DEU,Berlin,1,2012-01,2012-Q1,2012,64758,0,0,0,"64,758"
 E-Commerce ,USA,SF Bay Area,1,2012-01,2012-Q1,2012,0,2600000,2600000,0," 26,00,000 "
 Social Network Media ,,,1,2009-04,2009-Q2,2009,163748,0,0,0," 1,63,748 "
 Social Buying ,JPN,JPN - Other,1,2012-04,2012-Q2,2012,0,9150000,0,0," 91,50,000 "
 Social Search ,USA,Seattle,1,2009-08,2009-Q3,2009,0,0,0,0, -   
 Health Care ,NLD,NLD - Other,1,,,,0,0,0,0, -   
 Browser Extensions ,CAN,Montreal,1,2010-07,2010-Q3,2010,0,0,0,0, -   
 Web Hosting ,USA,SF Bay Area,1,2002-01,2002-Q1,2002,0,18400000,0,0," 1,84,00,000 "
 E-Commerce ,USA,New York City,1,2010-01,2010-Q1,2010,400000,0,0,0," 4,00,000 "
 Flash Storage ,USA,SF Bay Area,4,2005-08,2005-Q3,2005,0,51300000,4100000,8000000," 5,13,00,000 "
 Games ,RUS,Moscow,1,2008-01,2008-Q1,2008,0,7000000,0,7000000," 70,00,000 "
 Internet ,GBR,London,2,2008-09,2008-Q3,2008,0,0,0,0,"20,000"
 Home & Garden ,DEU,Munich,1,2013-01,2013-Q1,2013,100000,0,0,0," 1,00,000 "
 Biotechnology ,USA,San Diego,1,,,,0,2000000,0,0," 20,00,000 "
 Collaborative Consumption ,DNK,Copenhagen,1,2014-02,2014-Q1,2014,99627,0,0,0,"99,627"
 Hardware + Software ,CAN,Montreal,2,2013-01,2013-Q1,2013,25000,0,0,0," 1,75,000 "
 Health and Wellness ,,,1,,,,65952,0,0,0,"65,952"
 Games ,FRA,FRA - Other,1,2013-02,2013-Q1,2013,600000,0,0,0," 6,00,000 "
 Mobile ,USA,Phoenix,1,2006-01,2006-Q1,2006,0,250000,0,0," 2,50,000 "
 Face Recognition ,CHN,Beijing,2,2011-10,2011-Q4,2011,0,22000000,0,22000000," 2,20,00,000 "
,PER,Lima,1,2012-01,2012-Q1,2012,50000,0,0,0,"50,000"
 Photography ,ISR,Tel Aviv,3,2005-04,2005-Q2,2005,0,5300000,1000000,4300000," 53,00,000 "
,,,1,,,,40000,0,0,0,"40,000"
 Communities ,USA,SF Bay Area,11,2004-02,2004-Q1,2004,0,615200000,12700000,27500000," 2,42,57,00,000 "
 Messaging ,,,1,2010-02,2010-Q1,2010,130000,0,0,0," 1,30,000 "
 Marketing Automation ,USA,Los Angeles,1,,,,0,0,0,0, -   
 Software ,USA,Santa Barbara,3,2007-01,2007-Q1,2007,100320,1185360,1185360,0," 21,36,552 "
 Mobile ,USA,SF Bay Area,1,2011-01,2011-Q1,2011,0,0,0,0," 1,02,400 "
 Software ,,,1,,,,0,0,0,0," 3,00,000 "
 Location Based Services ,CAN,Vancouver,1,1991-01,1991-Q1,1991,1507645,0,0,0," 15,07,645 "
 Health Care ,USA,Boston,5,,,,0,16500000,0,16500000," 2,63,21,710 "
 Photography ,,,1,2011-05,2011-Q2,2011,0,0,0,0, -   
,,,1,,,,12500,0,0,0,"12,500"
 Big Data ,USA,"Columbus, Ohio",2,2011-08,2011-Q3,2011,250000,0,0,0," 3,00,000 "
 Enterprises ,CHN,Beijing,2,,,,0,13000000,3000000,10000000," 1,30,00,000 "
 Big Data Analytics ,ARE,Dubai,1,2008-01,2008-Q1,2008,500000,0,0,0," 5,00,000 "
 Curated Web ,USA,SF Bay Area,1,2009-04,2009-Q2,2009,0,1200000,0,0," 12,00,000 "
 Manufacturing ,CHE,CHE - Other,4,2006-01,2006-Q1,2006,0,3000000,0,0," 30,00,000 "
 Software ,GBR,GBR - Other,2,2003-01,2003-Q1,2003,0,2072000,382000,1690000," 20,72,000 "
 Health Care ,USA,SF Bay Area,1,2013-01,2013-Q1,2013,0,0,0,0, -   
 Software ,USA,SF Bay Area,1,,,,0,2960000,2960000,0," 29,60,000 "
 Software ,USA,"Portland, Oregon",1,2012-11,2012-Q4,2012,0,0,0,0," 1,45,000 "
 Manufacturing ,USA,Las Vegas,1,2014-01,2014-Q1,2014,0,10000000,10000000,0," 1,00,00,000 "
 Software ,USA,Austin,1,1993-01,1993-Q1,1993,0,8000000,0,0," 80,00,000 "
 Video ,GBR,London,1,2006-12,2006-Q4,2006,0,0,0,0," 68,21,772 "
 Databases ,USA,Los Angeles,3,2007-01,2007-Q1,2007,2000000,25000000,25000000,0," 2,70,00,000 "
 Mobile ,CAN,Montreal,1,2011-01,2011-Q1,2011,0,0,0,0, -   
 Education ,USA,Madison,1,2007-01,2007-Q1,2007,0,2998932,2998932,0," 29,98,932 "
 Curated Web ,USA,Los Angeles,1,,,,0,0,0,0, -   
 Information Technology ,USA,New York City,1,,,,0,0,0,0, -   
 Mobile ,FRA,Paris,1,2008-01,2008-Q1,2008,0,1920000,0,0," 19,20,000 "
 Software ,FRA,Picardie,1,,,,0,0,0,0, -   
 Analytics ,USA,SF Bay Area,1,2011-04,2011-Q2,2011,60000,0,0,0,"60,000"
 Search ,,,1,,,,0,3500000,3500000,0," 35,00,000 "
 Hospitality ,USA,"Washington, D.C.",1,,,,0,1400000,0,0," 14,00,000 "
,,,1,,,,0,500000,0,0," 5,00,000 "
 Analytics ,,,2,2013-10,2013-Q4,2013,0,0,0,0, -   
 Hardware + Software ,NLD,Amsterdam,2,2010-01,2010-Q1,2010,23481,0,0,0," 1,10,31,857 "
 Consulting ,USA,Ontario - Inland Empire,2,,,,12500,50000,0,0,"62,500"
 Curated Web ,USA,SF Bay Area,1,2007-01,2007-Q1,2007,0,0,0,0," 1,00,000 "
 Real Estate ,USA,Tampa,1,1970-06,1970-Q2,1970,0,0,0,0, -   
,,,1,2008-06,2008-Q2,2008,0,0,0,0," 4,66,306 "
 Finance ,USA,New York City,1,2010-08,2010-Q3,2010,1100000,0,0,0," 11,00,000 "
,,,1,2011-01,2011-Q1,2011,0,0,0,0,123
 Games ,HKG,Hong Kong,1,2010-01,2010-Q1,2010,0,680000,0,0," 6,80,000 "
 Real Estate ,CAN,Vancouver,1,2012-05,2012-Q2,2012,0,0,0,0," 51,00,000 "
,USA,Syracuse,1,,,,0,0,0,0, -   
 Accounting ,USA,New York City,1,2013-01,2013-Q1,2013,0,0,0,0, -   
 Enterprises ,DNK,Copenhagen,1,2010-12,2010-Q4,2010,0,7719600,7719600,0," 77,19,600 "
,USA,Tampa,1,2012-01,2012-Q1,2012,0,0,0,0, -   
 Technology ,USA,Austin,8,1998-01,1998-Q1,1998,0,94545800,0,4000000," 14,52,87,897 "
 Marketplaces ,USA,Los Angeles,2,2013-04,2013-Q2,2013,1500000,0,0,0," 15,00,000 "
 Games ,USA,Austin,3,2007-01,2007-Q1,2007,0,9700000,4500000,0," 97,00,000 "
 Media ,CZE,Prague,1,2014-05,2014-Q2,2014,19252,0,0,0,"19,252"
,,,2,,,,0,0,0,0," 24,39,219 "
 Mobile ,USA,Austin,3,2010-01,2010-Q1,2010,2000000,20000,0,0," 20,20,000 "
 Photography ,USA,Seattle,2,2011-01,2011-Q1,2011,1300000,0,0,0," 13,00,000 "
,USA,SF Bay Area,1,2012-01,2012-Q1,2012,48987,0,0,0,"48,987"
 Photo Sharing ,ISR,Tel Aviv,1,2012-01,2012-Q1,2012,0,0,0,0, -   
 Internet ,DEU,Hamburg,1,2012-10,2012-Q4,2012,0,0,0,0, -   
 Financial Services ,USA,Los Angeles,2,2013-11,2013-Q4,2013,150000,0,0,0," 1,50,000 "
 Nonprofits ,USA,Fresno,1,1976-01,1976-Q1,1976,0,0,0,0," 7,26,694 "
 Health and Wellness ,USA,"Salem, Oregon",1,2008-01,2008-Q1,2008,0,0,0,0, -   
 Real Estate ,USA,PA - Other,1,2009-09,2009-Q3,2009,0,0,0,0,"40,000"
 Hospitality ,ITA,Florence,1,2011-01,2011-Q1,2011,64330,0,0,0,"64,330"
 Pets ,,,1,2012-01,2012-Q1,2012,0,2000000,0,0," 20,00,000 "
 Curated Web ,,,1,2008-10,2008-Q4,2008,0,0,0,0," 1,00,000 "
 Apps ,ESP,Seville,1,,,,0,0,0,0, -   
 Social Network Media ,USA,New York City,3,2007-06,2007-Q2,2007,0,1807716,1500000,0," 18,07,716 "
 Curated Web ,USA,Los Angeles,1,2010-03,2010-Q1,2010,0,5750000,5750000,0," 57,50,000 "
 E-Commerce ,USA,Boston,1,,,,0,150000,0,0," 1,50,000 "
 Social Media ,USA,SF Bay Area,2,2012-03,2012-Q1,2012,984000,0,0,0," 9,84,000 "
 Social Media ,USA,Salt Lake City,2,2006-06,2006-Q2,2006,0,3650000,1250000,2400000," 36,50,000 "
 News ,USA,Little Rock,1,2010-09,2010-Q3,2010,0,0,0,0, -   
 Social Network Media ,,,1,2008-01,2008-Q1,2008,0,0,0,0, -   
 Social Media ,DEU,Leonberg,1,2011-04,2011-Q2,2011,12000,0,0,0,"12,000"
 Mobile ,USA,SF Bay Area,4,2011-06,2011-Q2,2011,1100000,24110000,4110000,20000000," 3,02,10,000 "
 Loyalty Programs ,FRA,Paris,1,,,,0,1000000,0,0," 10,00,000 "
 Consumer Goods ,USA,Chicago,1,1973-01,1973-Q1,1973,0,4000000,0,0," 40,00,000 "
 Curated Web ,DEU,Munich,1,,,,0,0,0,0, -   
 Real Estate ,USA,Boston,1,,,,0,50000000,0,0," 5,00,00,000 "
 Consumer Electronics ,USA,SF Bay Area,1,2010-01,2010-Q1,2010,0,8393798,0,0," 83,93,798 "
 Curated Web ,,,1,2011-06,2011-Q2,2011,18885,0,0,0,"18,885"
 Consulting ,USA,"Washington, D.C.",1,2010-01,2010-Q1,2010,0,0,0,0, -   
 E-Commerce ,USA,Jacksonville,2,1995-01,1995-Q1,1995,0,0,0,0," 39,50,00,000 "
 Messaging ,GBR,London,4,2011-10,2011-Q4,2011,0,2000000,0,0," 35,00,000 "
 Music ,USA,Los Angeles,1,2011-01,2011-Q1,2011,1000000,0,0,0," 10,00,000 "
 Curated Web ,USA,SF Bay Area,1,2009-08,2009-Q3,2009,0,5000000,5000000,0," 50,00,000 "
 Facebook Applications ,JPN,Tokyo,1,2011-03,2011-Q1,2011,106778,0,0,0," 1,06,778 "
 Curated Web ,USA,Hartford,1,2007-09,2007-Q3,2007,10000,0,0,0,"10,000"
 News ,USA,Lexington,1,2012-07,2012-Q3,2012,0,0,0,0, -   
 Social Media ,USA,Los Angeles,1,2014-04,2014-Q2,2014,800000,0,0,0," 8,00,000 "
 Television ,USA,SF Bay Area,2,2006-01,2006-Q1,2006,350000,2000000,2000000,0," 23,50,000 "
,GBR,London,1,,,,0,0,0,0, -   
 Software ,USA,Minneapolis,1,2007-01,2007-Q1,2007,20000,0,0,0,"20,000"
 E-Commerce ,CHL,Santiago,2,2012-02,2012-Q1,2012,91247,0,0,0,"91,247"
 Sports ,USA,Los Angeles,2,2011-02,2011-Q1,2011,0,217000,217000,0," 2,17,000 "
 Social Media ,USA,Dallas,1,2005-01,2005-Q1,2005,0,0,0,0," 1,00,000 "
 Social Media ,USA,Boston,4,2012-08,2012-Q3,2012,4618000,0,0,0," 51,18,000 "
 Mobile ,USA,New York City,1,2011-07,2011-Q3,2011,0,0,0,0, -   
 Online Shopping ,USA,New York City,6,2009-01,2009-Q1,2009,0,102400000,6000000,10000000," 10,44,00,000 "
 Hospitality ,CHN,Shanghai,1,2013-01,2013-Q1,2013,150000,0,0,0," 1,50,000 "
 Virtual Workforces ,USA,New York City,1,2010-04,2010-Q2,2010,0,0,0,0, -   
 Digital Media ,CHL,Santiago,3,2012-04,2012-Q2,2012,261360,0,0,0," 21,92,936 "
 Ticketing ,USA,Las Vegas,1,2011-08,2011-Q3,2011,525000,0,0,0," 5,25,000 "
 Music Services ,USA,Hartford,1,2011-01,2011-Q1,2011,0,0,0,0," 7,00,000 "
 Games ,USA,Chicago,1,,,,1250000,0,0,0," 12,50,000 "
 Fantasy Sports ,USA,New York City,6,2009-07,2009-Q3,2009,0,86200000,1200000,4000000," 8,62,00,000 "
 Music ,,,4,,,,113800,0,0,0," 1,13,800 "
,USA,Austin,1,,,,0,300000,0,0," 3,00,000 "
 Mobile ,,,1,2007-05,2007-Q2,2007,0,1515151,1515151,0," 15,15,151 "
 Music ,USA,Chicago,1,2011-01,2011-Q1,2011,500000,0,0,0," 5,00,000 "
 Incentives ,USA,Chicago,3,2010-01,2010-Q1,2010,1000000,0,0,0," 11,00,000 "
 Curated Web ,USA,New York City,1,2009-02,2009-Q1,2009,400000,0,0,0," 4,00,000 "
 Hotels ,,,1,,,,0,0,0,0," 16,20,000 "
 Real Estate ,CHN,Shenzhen,1,2011-01,2011-Q1,2011,0,80000000,0,80000000," 8,00,00,000 "
 E-Commerce ,CHN,Shanghai,1,,,,0,280000,280000,0," 2,80,000 "
 Startups ,USA,Chicago,9,,,,15000,1037870,1037870,0," 10,52,870 "
 Manufacturing ,USA,SF Bay Area,4,2003-01,2003-Q1,2003,0,26000000,2000000,0," 2,60,00,000 "
 Mobile Social ,,,1,2012-03,2012-Q1,2012,157500,0,0,0," 1,57,500 "
 Mobile ,,,1,2013-07,2013-Q3,2013,0,658978,0,0," 6,58,978 "
 E-Commerce ,,,1,2013-01,2013-Q1,2013,0,0,0,0, -   
 Web Development ,CHN,CHN - Other,1,2008-01,2008-Q1,2008,0,0,0,0," 10,00,000 "
 Sports ,,,3,2006-01,2006-Q1,2006,0,0,0,0," 10,08,401 "
 Games ,USA,SF Bay Area,1,2010-09,2010-Q3,2010,0,25000,0,0,"25,000"
 Twitter Applications ,USA,San Diego,2,,,,150000,0,0,0," 6,50,000 "
 Sports ,USA,SF Bay Area,1,2013-11,2013-Q4,2013,0,954964,0,0," 9,54,964 "
 Curated Web ,,,1,2006-11,2006-Q4,2006,0,10000000,10000000,0," 1,00,00,000 "
,USA,Los Angeles,1,2006-01,2006-Q1,2006,0,3000000,3000000,0," 30,00,000 "
 Sponsorship ,,,1,,,,0,0,0,0, -   
 Social Media Marketing ,USA,SF Bay Area,1,2008-10,2008-Q4,2008,1000000,0,0,0," 10,00,000 "
 Polling ,,,1,,,,205000,0,0,0," 2,05,000 "
 Services ,IRL,Dublin,1,2012-01,2012-Q1,2012,2400000,0,0,0," 24,00,000 "
 Collectibles ,ITA,Trento,3,2013-09,2013-Q3,2013,87000,0,0,0,"87,000"
 Gamification ,USA,Kansas City,1,,,,304000,0,0,0," 3,04,000 "
 Ad Targeting ,USA,SF Bay Area,2,2013-01,2013-Q1,2013,2000000,0,0,0," 25,00,000 "
 Video Streaming ,USA,Los Angeles,1,2013-01,2013-Q1,2013,0,0,0,0,"45,000"
 Sports ,USA,SF Bay Area,3,2007-01,2007-Q1,2007,0,15700000,10500000,5200000," 1,57,00,000 "
,,,1,2014-05,2014-Q2,2014,40000,0,0,0,"40,000"
 Sports ,CAN,Vancouver,1,2012-02,2012-Q1,2012,0,0,0,0," 2,41,935 "
 Games ,USA,Las Vegas,2,2009-01,2009-Q1,2009,0,2704995,0,0," 27,04,995 "
 Mobile Games ,FIN,Oulu,1,2009-01,2009-Q1,2009,800000,0,0,0," 8,00,000 "
 E-Commerce ,DZA,Chlef,1,,,,40000,0,0,0,"40,000"
 Sports ,USA,New York City,1,2012-06,2012-Q2,2012,0,0,0,0," 3,85,000 "
 Social Games ,CAN,Toronto,1,2011-04,2011-Q2,2011,0,1014597,1014597,0," 10,14,597 "
 Shopping ,GBR,Exeter,2,2010-11,2010-Q4,2010,263271,3300000,3300000,0," 35,63,271 "
 Facebook Applications ,USA,SF Bay Area,1,2007-12,2007-Q4,2007,0,0,0,0, -   
 Social Fundraising ,USA,Louisville,3,2013-07,2013-Q3,2013,160000,0,0,0," 1,60,000 "
 Curated Web ,USA,Austin,1,2012-01,2012-Q1,2012,640000,0,0,0," 6,40,000 "
 Fantasy Sports ,USA,"Washington, D.C.",2,2008-05,2008-Q2,2008,0,352239,0,0," 3,52,239 "
,CHL,Santiago,1,,,,40000,0,0,0,"40,000"
 Finance Technology ,USA,SF Bay Area,2,2012-01,2012-Q1,2012,0,32999999,0,0," 3,29,99,999 "
 Music ,IRL,Dublin,2,2009-01,2009-Q1,2009,640086,0,0,0," 6,40,086 "
 Web Development ,GBR,London,2,2012-01,2012-Q1,2012,762927,0,0,0," 15,50,857 "
 iOS ,USA,Austin,1,2010-09,2010-Q3,2010,0,0,0,0," 5,00,000 "
 Technology ,USA,Dallas,4,2012-03,2012-Q1,2012,0,0,0,0," 6,78,750 "
 Curated Web ,USA,New York City,2,2013-05,2013-Q2,2013,50000,0,0,0,"50,000"
 Social Media ,USA,SF Bay Area,1,2009-01,2009-Q1,2009,0,0,0,0, -   
 Sales and Marketing ,ARG,Buenos Aires,2,2011-07,2011-Q3,2011,65000,0,0,0,"65,000"
 Marketplaces ,CAN,Toronto,4,2009-01,2009-Q1,2009,550000,5500000,5500000,0," 99,00,000 "
 Digital Media ,MYS,Kuala Lumpur,1,2010-03,2010-Q1,2010,330000,0,0,0," 3,30,000 "
 Blogging Platforms ,ISR,Tel Aviv,2,2005-01,2005-Q1,2005,0,1000000,1000000,0," 10,00,000 "
 Social Media ,USA,Seattle,2,2012-01,2012-Q1,2012,550000,0,0,0," 6,75,000 "
 Software ,USA,Hartford,2,2007-06,2007-Q2,2007,0,4000000,2000000,2000000," 40,00,000 "
 Enterprise Software ,USA,SF Bay Area,4,2011-02,2011-Q1,2011,1050000,0,0,0," 15,00,000 "
 E-Commerce ,USA,SF Bay Area,2,2011-01,2011-Q1,2011,0,792500,0,0," 10,52,500 "
 Energy Efficiency ,USA,VT - Other,2,2012-01,2012-Q1,2012,0,880000,880000,0," 18,80,000 "
 Public Transportation ,USA,SF Bay Area,1,,,,0,0,0,0," 1,77,268 "
 Biotechnology ,USA,San Diego,1,,,,0,4000000,0,0," 40,00,000 "
